,CID,SID,target
5911,22516445,333033077,0
5912,9412317,333484976,0
5913,16434607,332962839,1
5914,1430191,333227584,0
5915,24747132,333395559,0
5916,92431162,333210515,0
5917,117082331,310290712,1
5918,3945452,333414654,0
5919,2870369,333098266,0
5920,2971891,333170739,0
5921,136197005,333211908,0
5922,20892345,333030758,0
5923,4613790,333463255,0
5924,3668716,332885577,0
5925,5391562,332984101,0
5926,2864082,333302212,0
5927,135584850,333027003,1
5928,2233022,333175309,0
5929,135419200,333378727,0
5930,2952465,333151101,0
5931,1069957,333440690,1
5932,4085283,333416724,0
5933,3503928,332928618,0
5934,5916870,333378788,0
5935,3494887,333437645,0
5936,2282508,333112841,0
5937,4102429,332885330,0
5938,5354154,332984434,1
5939,2909741,333118079,0
5940,135557953,332948723,0
5941,137127872,332985880,0
5942,135437918,332932791,0
5943,2855871,333297084,0
5944,2433262,332916817,0
5945,2842636,333083275,1
5946,2837135,333078913,0
5947,46504418,332982135,0
5948,42331799,333067356,0
5949,3460048,332960423,1
5950,9564520,333232495,0
5951,4288972,332880219,1
5952,5135848,333313444,0
5953,3280328,333319736,0
5954,3094816,333194939,0
5955,2905533,333116255,0
5956,2974476,333173820,0
5957,15995893,333440257,1
5958,1587947,332914142,1
5959,1279519,333404906,0
5960,2930518,333132092,0
5961,66669958,333252691,0
5962,3457066,333411500,0
5963,2900709,333348955,0
5964,2251105,333091655,1
5965,2422854,332915627,0
5966,2231256,333174694,0
5967,721975,333160969,0
5968,7720367,333366855,0
5969,5043410,333451677,0
5970,2904188,333115863,0
5971,4082473,333440966,0
5972,895245,333145578,1
5973,2944709,333145194,0
5974,1444964,333208932,0
5975,1176413,333220533,0
5976,4995989,333417199,0
5977,25285291,333047992,0
5978,3342024,333379095,0
5979,4796854,332945762,0
5980,673528,333267526,1
5981,2501873,332932865,0
5982,15991067,333322970,0
5983,6625917,333037250,0
5984,266477,333080628,0
5985,740752,333123599,0
5986,5310399,332890576,0
5987,46503848,333421208,0
5988,5958094,333361673,0
5989,5286671,333391117,0
5990,1386164,333352216,1
5991,16807098,332883944,0
5992,2883840,333387245,1
5993,4854713,332947561,0
5994,1381322,333330435,0
5995,126463158,333060582,0
5996,1877070,333370482,0
5997,708053,333085216,0
5998,126470218,333249411,0
5999,20876081,333012030,0
6000,126464074,333067155,0
6001,1974805,333485304,0
6002,15993768,333293100,1
6003,45197370,333068930,0
6004,4695214,333356994,0
6005,6618496,333407716,1
6006,126472684,333258560,0
6007,1824508,333393688,0
6008,1452603,333224348,1
6009,2095107,332925809,0
6010,46371099,333450336,0
6011,17366974,333334824,1
6012,126459928,333040400,0
6013,20873673,333011102,0
6014,1429985,333207655,0
6015,16804512,332897997,1
6016,54699021,333464093,0
6017,2192174,333141830,0
6018,704829,333408483,0
6019,4899942,332892643,0
6020,45185637,333065324,0
6021,5340146,333088757,0
6022,1216374,333281044,0
6023,1247067,333170521,0
6024,1071813,333238242,0
6025,774776,333202641,0
6026,7177805,332896367,0
6027,4123879,333461811,0
6028,2834958,333296025,0
6029,5341017,333091450,1
6030,4019689,333389450,0
6031,126465004,333069410,0
6032,1359420,333102100,0
6033,6156038,333349127,0
6034,1370635,333105262,1
6035,16670799,333213672,0
6036,985939,333290288,0
6037,5730352,333111778,1
6038,706754,333346226,1
6039,4064531,332970386,0
6040,652679,333204884,0
6041,6616767,333454480,0
6042,117093240,310302320,0
6043,4211215,333272368,0
6044,56684079,333463551,0
6045,826893,333194696,0
6046,3145344,333238834,0
6047,2955263,333154752,0
6048,5450081,332989195,0
6049,20882080,333013710,0
6050,1069594,333078578,0
6051,5406776,333077910,0
6052,4061719,332991253,0
6053,4439450,333438051,0
6054,135674478,333211986,0
6055,135404094,333400619,0
6056,1187214,333362694,0
6057,2954260,333153365,1
6058,706589,333381452,0
6059,21798330,333039049,0
6060,4119994,333024034,0
6061,20906467,333491535,0
6062,45226519,333053135,0
6063,1371092,333105550,0
6064,22330669,333342938,0
6065,126479384,333452509,0
6066,16829842,332897098,1
6067,785050,333235153,0
6068,621570,333407275,0
6069,117077527,310286033,1
6070,2965918,333164942,1
6071,117082257,310290636,1
6072,2973465,333172657,0
6073,1105008,333237592,0
6074,856985,333209803,0
6075,3301821,332900638,0
6076,126458618,333017739,0
6077,3788468,333230987,0
6078,43816553,333229725,0
6079,24794217,333048831,0
6080,1183659,333304812,0
6081,4349711,333446589,0
6082,4154247,332956861,0
6083,695192,333323963,0
6084,20887648,333030351,0
6085,3132068,333406017,0
6086,2963956,333162548,1
6087,2166834,333092176,0
6088,1104234,333288124,0
6089,722872,333281597,0
6090,16188942,333053487,0
6091,3242457,333417662,0
6092,117074807,310283504,0
6093,2887378,333106275,0
6094,3960163,333273782,0
6095,2933814,333136815,0
6096,16193590,333014199,0
6097,9626367,332961117,0
6098,653739,333341909,0
6099,117086096,310294748,0
6100,829409,333245998,0
6101,4536226,332996542,1
6102,690939,333298851,0
6103,20968679,333023111,0
6104,17366191,333334657,0
6105,4909342,332897469,0
6106,45194770,333045640,0
6107,1505052,333177019,1
6108,2476128,332919939,0
6109,117085092,310293675,0
6110,6603193,333242086,0
6111,4844659,332942855,1
6112,26344177,333071092,0
6113,42343041,333067175,0
6114,2470134,332919127,0
6115,9884685,354331291,0
6116,24761206,333028971,0
6117,2054974,333310976,0
6118,723570,333325263,1
6119,882548,333112751,0
6120,83612,333146235,0
6121,46374974,333470353,0
6122,2249662,333090132,1
6123,5336227,333285753,0
6124,3241320,333030684,0
6125,1905714,332899178,0
6126,2997286,333031875,1
6127,1044176,333409769,0
6128,783346,333086504,0
6129,1360579,333090511,0
6130,3243710,333023327,0
6131,18573816,333480161,0
6132,777904,333404360,0
6133,3220446,333221861,0
6134,7483222,333477070,0
6135,3107223,333237525,1
6136,1522575,333442813,0
6137,117077936,310286326,1
6138,3236330,333380589,0
6139,3518223,333400527,0
6140,22548368,333019547,0
6141,7267351,332896277,0
6142,4962291,332943780,0
6143,6893757,332985971,0
6144,2923486,333128040,0
6145,3728849,333196485,0
6146,4646683,333325264,0
6147,126456662,332902876,0
6148,135893765,333090469,0
6149,135454193,333078064,1
6150,3155122,333201829,0
6151,2899389,333369807,0
6152,734502,332952355,0
6153,45188572,333044134,0
6154,23939455,333366296,0
6155,24045245,333450766,0
6156,20880045,333012684,0
6157,6058521,332954580,0
6158,5441783,333283918,0
6159,46241276,333257851,0
6160,108790449,333018363,0
6161,45505529,333492483,0
6162,3127050,333390283,0
6163,2982388,333178949,0
6164,1562703,332956023,0
6165,1104808,333325943,1
6166,22331269,333377207,1
6167,721050,333304529,0
6168,4685164,333260061,0
6169,3127218,333401723,0
6170,781747,333236755,0
6171,2858371,333305875,0
6172,16187873,332960177,0
6173,3586589,333439966,1
6174,135464683,333238648,0
6175,20879055,333012337,0
6176,3172439,333213808,0
6177,126462033,333055079,0
6178,46250871,333003145,0
6179,4857195,332948031,0
6180,3231123,333222070,0
6181,882321,333112901,0
6182,989263,333147153,0
6183,27377373,333487653,0
6184,4215965,333412147,0
6185,20914807,333027123,0
6186,117083807,310292298,0
6187,46272026,333019036,0
6188,126471851,333256606,0
6189,2866598,333360600,0
6190,886994,333130701,0
6191,4348820,333456595,0
6192,710782,333233126,0
6193,1242561,333415400,0
6194,5074158,333444122,0
6195,45073452,333472739,1
6196,855720,333216005,0
6197,2765462,333185844,1
6198,684862,333392046,0
6199,4295944,333449103,0
6200,1439907,333225578,0
6201,3509391,333302074,0
6202,887862,333135596,0
6203,6625410,333031687,0
6204,3242120,333419914,0
6205,126475759,333254185,0
6206,3118758,333296918,0
6207,3926662,332922415,0
6208,56854122,333046260,0
6209,20970619,333470000,0
6210,2902883,333355615,0
6211,16420,333281734,0
6212,4524451,333453935,0
6213,20861052,333007076,0
6214,1901946,333484229,1
6215,15995923,333450787,0
6216,4388531,332902012,0
6217,3667908,333300229,0
6218,46271682,333033370,0
6219,295142,333280014,0
6220,893022,333143242,0
6221,1880242,333234863,0
6222,590696,333391728,0
6223,42591908,333045887,0
6224,1130425,333368094,0
6225,2470086,332937191,1
6226,4292484,321945238,1
6227,45187873,333066153,0
6228,2858277,333349016,0
6229,42367021,333068660,0
6230,135418122,333226897,1
6231,4047335,332960451,0
6232,22515594,332974996,1
6233,759367,333263215,1
6234,666390,333178175,0
6235,4077640,333262664,0
6236,45184064,333065142,0
6237,135479642,332994571,1
6238,3139799,333191968,0
6239,3127236,333201765,1
6240,2962080,333161625,1
6241,4433262,333272518,0
6242,45232155,333055880,0
6243,25448104,333052530,0
6244,4442125,333423722,0
6245,2103004,332926759,0
6246,2832417,333075873,1
6247,12149511,354331175,1
6248,6243323,332957753,0
6249,45502411,333489313,1
6250,2229582,333173348,0
6251,24791266,333043019,0
6252,2104443,332886578,0
6253,1463808,333209996,1
6254,117089038,310297889,1
6255,3257857,332889532,1
6256,16428811,332957448,0
6257,2251785,333092318,0
6258,2961572,333160138,1
6259,23792582,333331523,0
6260,544572,333329986,0
6261,5308270,333012956,1
6262,3425312,332983062,0
6263,23601665,333030812,0
6264,2168865,333091403,0
6265,1027177,333110474,0
6266,1612349,333381413,1
6267,1455074,333216729,0
6268,1543705,333121364,0
6269,1827430,333289782,1
6270,2789789,333359555,0
6271,693909,333306343,0
6272,5710541,333334220,0
6273,2892767,333320158,0
6274,1327931,333338356,0
6275,5169967,333316766,0
6276,1164264,333201681,0
6277,3643188,333468985,0
6278,3954581,333325133,0
6279,4541871,332915127,0
6280,5123890,333474760,0
6281,16920021,333477905,0
6282,2869741,333098129,0
6283,46271424,333033988,0
6284,2901138,333346286,0
6285,135448412,332877411,1
6286,2968104,333167012,1
6287,46370806,333447992,0
6288,3334709,333431730,1
6289,2876967,333300817,0
6290,2342451,332910374,0
6291,1818155,333111293,0
6292,632036,333413096,0
6293,46498608,333337124,0
6294,25378710,333046421,0
6295,1007317,333353772,0
6296,117076009,310284584,0
6297,2839324,333383378,1
6298,4446961,333446550,1
6299,1136201,333460736,0
6300,45221761,333052558,0
6301,2831501,333074758,0
6302,5922501,333194387,0
6303,2828226,333382627,0
6304,30375610,333488772,0
6305,3343010,333297453,0
6306,5055980,332884497,0
6307,1714913,333265720,0
6308,117084952,310293525,0
6309,1442102,333205310,0
6310,2758613,333195984,0
6311,126460513,333039717,0
6312,6020700,333370238,0
6313,3241950,333006078,0
6314,5379362,333304722,0
6315,1377041,333079675,0
6316,819568,333197465,0
6317,5111670,333262358,0
6318,616247,333407340,0
6319,2412680,332915105,0
6320,20892916,333015704,0
6321,16410307,333303058,0
6322,2902104,333345852,0
6323,6381154,332911476,0
6324,4108169,333321721,0
6325,45221841,333052542,0
6326,5086095,333019701,0
6327,5929112,333193402,0
6328,4338630,332982461,0
6329,126457882,332987012,0
6330,117075659,310284346,1
6331,5895176,333427761,0
6332,2431998,332916721,0
6333,231412,333494688,0
6334,1102424,333233178,0
6335,117090582,310299513,0
6336,2227578,333084305,0
6337,5233238,333469259,0
6338,2236687,333176651,0
6339,2976840,333174508,0
6340,117091768,310300758,0
6341,787836,333191829,1
6342,5019131,332970810,0
6343,929952,333147326,1
6344,1247610,333170373,0
6345,2303824,332902463,0
6346,4054134,333395050,0
6347,54692747,321947529,0
6348,3525495,333470142,1
6349,135479624,333387807,0
6350,696477,333306667,0
6351,4781294,332939905,1
6352,18573262,332895695,1
6353,117086291,310294959,1
6354,9679741,332906101,0
6355,3467641,333019375,0
6356,3596446,333401067,0
6357,659650,332876251,0
6358,22513626,333033658,1
6359,4072178,333416773,0
6360,45220145,333052878,1
6361,5073079,333458589,0
6362,5989511,332926502,0
6363,2324636,332903262,0
6364,2189785,333385352,0
6365,5075803,333423707,1
6366,1316153,333144241,0
6367,1825090,333408960,0
6368,1085222,333263222,1
6369,3122521,333293126,0
6370,1219643,333457255,0
6371,4787109,332942432,0
6372,42381479,333057587,0
6373,562542,332964181,0
6374,2234244,333175775,0
6375,3618587,333469355,0
6376,9592834,333200255,0
6377,2966559,333165094,0
6378,5754988,333293722,0
6379,7086357,333006314,0
6380,42560371,333077318,0
6381,5395252,332986577,0
6382,6617034,333462005,1
6383,1534789,332884542,0
6384,136253580,333248426,0
6385,3091641,333277860,0
6386,27450338,333488431,1
6387,4198903,332903717,0
6388,2474176,333167970,1
6389,739842,333285879,0
6390,935434,333167158,0
6391,743600,333352770,0
6392,126465011,333072973,0
6393,126466275,333099547,0
6394,4046668,333438083,0
6395,117074685,310283406,0
6396,3156236,333297833,0
6397,126459572,333035364,1
6398,4301495,333440901,0
6399,3201749,333210407,0
6400,2937793,333334934,0
6401,972690,333158847,1
6402,978612,333299799,0
6403,5800155,332884564,1
6404,45204747,333048413,0
6405,7308263,333289712,0
6406,4257070,332884006,0
6407,1236968,332888862,0
6408,5348350,333106423,0
6409,18564092,332893601,1
6410,2876131,333385176,0
6411,3289360,333440024,0
6412,2960866,333159127,0
6413,1823018,333390107,0
6414,6625265,333030585,1
6415,3131259,333188574,1
6416,126463875,333067927,0
6417,7197239,332891128,1
6418,3205194,333214125,0
6419,3521484,333469049,0
6420,3597535,333449141,1
6421,25381578,333048054,0
6422,56852391,333062641,0
6423,16896352,332882893,0
6424,137140601,333472695,0
6425,2316225,332902571,0
6426,1583817,333363491,0
6427,975185,333147681,0
6428,2160347,332881811,1
6429,650511,333209618,0
6430,117083603,310292079,0
6431,2838709,333080157,0
6432,3222369,333217984,0
6433,3210195,333218572,0
6434,1232511,333330638,0
6435,971261,333156815,1
6436,126467352,333181488,0
6437,1321336,333122680,0
6438,43816614,333229078,0
6439,3122625,333292207,0
6440,1244132,333169811,0
6441,3589902,333317066,0
6442,117092588,310301617,0
6443,2200127,333149419,0
6444,5236308,333432636,0
6445,2223860,333166911,0
6446,778987,333075509,0
6447,6618516,333459828,0
6448,2838126,333079730,0
6449,891697,333141643,0
6450,2902241,333299945,0
6451,1154664,333410683,0
6452,3229659,333207684,0
6453,16670357,333227183,1
6454,4062546,333002050,0
6455,117079422,310287621,1
6456,2968556,333167965,0
6457,8088162,333378157,0
6458,117085992,310294635,0
6459,16236571,332898896,0
6460,1045655,333408031,0
6461,2304058,332911897,0
6462,4962174,332942746,0
6463,9559272,332985805,1
6464,962107,333120296,0
6465,3592335,333432093,0
6466,3874927,333150200,0
6467,875438,333107128,0
6468,136149742,333212750,0
6469,2831568,333075070,1
6470,2212896,333157537,0
6471,646374,333222021,0
6472,801212,333125911,0
6473,4446672,333317760,0
6474,4984542,333442409,0
6475,7761452,333451559,0
6476,3241729,333023840,0
6477,1097518,333267121,0
6478,135533832,332987517,0
6479,22334580,332996219,0
6480,27816,333276769,0
6481,49713700,333490879,0
6482,2741140,333264048,0
6483,46504006,333420916,0
6484,4010252,332927923,0
6485,20911054,332893797,1
6486,1992025,333111257,0
6487,4213925,333270934,0
6488,3204808,333215112,0
6489,2190760,333141627,0
6490,117094694,310303876,1
6491,22518745,333034447,0
6492,1903083,333312702,0
6493,796882,333073595,1
6494,16896438,332885893,0
6495,117090828,310299771,0
6496,5065243,333360865,0
6497,2886792,333106284,1
6498,6528935,333288260,0
6499,976235,333149044,0
6500,16806160,333443560,0
6501,2344236,332906572,0
6502,4534005,332928527,1
6503,46499044,333358341,0
6504,16824290,333483178,0
6505,2217894,333161515,1
6506,3880097,332965874,0
6507,15991202,333367012,0
6508,135504805,332900770,0
6509,555930,333280938,0
6510,941304,332992613,0
6511,6521535,333426072,0
6512,755931,333414735,0
6513,720629,333308352,0
6514,6493458,333483994,0
6515,45228948,333114515,0
6516,4850,332950652,0
6517,4606402,333318570,0
6518,16269001,332896250,0
6519,118756601,333070334,0
6520,22551306,333035570,1
6521,5291953,333325613,0
6522,753927,333081304,0
6523,969682,333146337,0
6524,117083224,310291671,0
6525,16255156,332895141,0
6526,18553219,333039273,0
6527,3147567,333193907,1
6528,4173055,333423055,0
6529,7113448,333010634,0
6530,136000250,333211838,0
6531,22511423,332975588,0
6532,1741049,332992032,0
6533,23907816,333466339,0
6534,2407931,332913916,0
6535,2068162,333401027,1
6536,22430904,332891519,0
6537,937369,333176847,0
6538,4178057,332958589,1
6539,4231115,333260057,0
6540,5286933,333392402,0
6541,24790106,333041640,1
6542,3158278,333244231,0
6543,126468392,333210072,0
6544,4234419,333405377,0
6545,3968152,333288122,0
6546,2323911,332903601,0
6547,2150908,332888945,0
6548,1164343,333245494,0
6549,691493,333389137,0
6550,3729438,332958418,0
6551,697830,333139531,0
6552,126459294,333036650,1
6553,117080910,310289206,0
6554,20969287,333463893,0
6555,126478179,333390570,0
6556,5726999,332959586,0
6557,1554356,333312989,0
6558,25036807,333469489,0
6559,45219639,333051210,0
6560,15998905,333332903,0
6561,1287925,333484955,1
6562,1194665,333158678,0
6563,126461096,333050302,0
6564,3659712,333438367,0
6565,1191424,333138284,0
6566,16931099,333477721,0
6567,95833461,333251397,0
6568,2977448,333175353,0
6569,46369787,333434523,0
6570,4246097,333450775,1
6571,1244739,333163304,0
6572,135516410,333234543,0
6573,43812865,333230042,0
6574,20887983,333014306,0
6575,117084610,310293154,0
6576,1336017,333111137,0
6577,614972,333400646,0
6578,1973458,333269270,0
6579,7161993,332891534,1
6580,56703335,333044024,1
6581,126467707,333188121,0
6582,1113894,333403442,0
6583,117093983,310303120,0
6584,2054455,333269129,0
6585,12156586,333377248,0
6586,135521510,332910756,0
6587,45226991,333109139,0
6588,20969384,333467392,0
6589,136250226,333311642,0
6590,8085713,332975585,0
6591,685426,333311749,0
6592,1110968,333425550,1
6593,3600544,333336220,0
6594,126474262,333254186,0
6595,17060704,333001159,0
6596,126470019,333253348,0
6597,2204749,333153078,1
6598,126476280,333301369,0
6599,23723510,333041383,0
6600,46735943,333201244,0
6601,3008304,333270148,0
6602,2219591,333163511,0
6603,5333352,333085711,0
6604,126469354,333251189,0
6605,745074,333091146,0
6606,2982096,333177732,0
6607,4099535,333461013,0
6608,955506,333484122,0
6609,3215154,333216713,0
6610,46274737,332979608,0
6611,25283643,333485976,0
6612,2915641,333375232,0
6613,20861445,333007791,0
6614,9567257,333312317,0
6615,1210891,333149255,1
6616,748115,332958936,1
6617,45171965,333061590,0
6618,126463576,333068983,0
6619,6289697,332919932,0
6620,2455009,332935303,1
6621,5892842,333452429,0
6622,4159445,333475185,0
6623,651483,333215154,0
6624,720282,333107623,0
6625,2975274,333173645,0
6626,16830044,333480333,0
6627,604146,333413300,0
6628,20879772,333029075,0
6629,117084098,310292604,0
6630,5290707,333401046,0
6631,4165439,333468140,0
6632,2193041,333142851,0
6633,4877380,332934723,0
6634,2945114,333411595,0
6635,2491650,332932020,0
6636,3313286,333185692,0
6637,5345050,333301924,0
6638,1242454,333162602,0
6639,2474311,332919023,1
6640,3874337,332922549,0
6641,3238905,333322787,0
6642,1160879,333374323,0
6643,20879076,333012354,0
6644,4844168,332941272,0
6645,4293957,333451253,0
6646,135408362,333200865,0
6647,16889514,333485695,0
6648,135401779,333268126,0
6649,11630874,354332041,0
6650,3666078,333405308,0
6651,565919,333405380,0
6652,1080113,333196950,0
6653,126469681,333253090,0
6654,117088597,310297423,0
6655,126477809,333383115,0
6656,9552496,332994932,0
6657,888092,333137034,1
6658,4784322,332941466,0
6659,1289819,333146792,0
6660,6615172,333335242,0
6661,22514438,333034030,0
6662,24281155,321947606,0
6663,22515328,333033490,1
6664,2470324,333334256,0
6665,4190094,333315491,1
6666,3148489,333202299,0
6667,117085623,310294236,0
6668,4171024,333023999,0
6669,117089460,310298334,0
6670,126473412,333256630,0
6671,5235644,333436721,0
6672,684795,333391309,0
6673,4260672,333408972,0
6674,6071829,333234791,0
6675,9629606,332903722,0
6676,4230026,333471283,1
6677,46499399,332988585,0
6678,5741093,333171272,0
6679,1371775,333322812,0
6680,45211686,333050489,0
6681,117076353,310285045,0
6682,979068,333272767,0
6683,1156033,333361746,0
6684,5339543,333087524,0
6685,4663508,333452042,1
6686,1116398,333265952,0
6687,1343946,333115517,0
6688,6615539,333343235,0
6689,2940025,333140139,0
6690,4416683,333277811,0
6691,2275035,333109494,0
6692,1026527,333174843,1
6693,4298750,333465285,0
6694,2304290,333168421,0
6695,9679204,332910119,0
6696,22584568,332896236,0
6697,5202818,321945678,1
6698,126473223,333255758,0
6699,4117488,333025191,0
6700,974243,333162088,1
6701,44826583,333320420,0
6702,12792091,333445716,1
6703,2461526,332936307,0
6704,3524753,333462750,0
6705,3409321,333421995,0
6706,2467632,332917311,0
6707,2898268,333345926,0
6708,649722,333214224,0
6709,3123220,333190982,0
6710,4880151,332936674,0
6711,5867349,333443812,1
6712,3089954,333235212,0
6713,135466128,332914552,0
6714,4136679,332899015,0
6715,1344889,333352512,0
6716,17253531,333033328,0
6717,2829320,333074767,1
6718,126467856,333197097,0
6719,126465187,333069520,0
6720,15999497,333333326,0
6721,3507776,332888419,0
6722,875237,333108015,0
6723,6616572,333447570,0
6724,6619271,333002524,0
6725,5190782,333474358,0
6726,4462019,333320625,0
6727,1609218,333374716,0
6728,6410182,333287928,0
6729,4875632,332933743,0
6730,3754338,333383980,0
6731,4158011,333346092,0
6732,5937717,333080024,0
6733,2892465,333109324,0
6734,1248856,333162558,0
6735,2287810,333121296,0
6736,2976404,333174692,0
6737,652643,333218594,1
6738,2833668,333076641,1
6739,2974821,333173849,1
6740,54710,333356389,0
6741,3501321,333458473,0
6742,1391195,332987280,0
6743,829288,333316488,0
6744,5290817,333314218,0
6745,4244145,321946149,0
6746,1375587,333073375,0
6747,2268251,333429040,0
6748,648209,333235650,1
6749,3744927,332988109,0
6750,1235826,333167499,0
6751,56685891,332974516,1
6752,3608556,333474750,0
6753,6625582,333032734,0
6754,2285838,333303488,0
6755,2877773,333328437,0
6756,45183075,333065419,0
6757,2886495,333105078,1
6758,5802222,332906470,0
6759,43815517,333230444,0
6760,5047498,333417950,0
6761,22432129,333028526,0
6762,2444816,332931192,0
6763,2282437,333112602,1
6764,3760,321946588,1
6765,53208762,333036619,0
6766,2185318,333081460,1
6767,5069704,333431163,0
6768,2817570,333294313,0
6769,3643282,333286253,0
6770,3221781,333219693,0
6771,52997084,333349548,0
6772,117077465,310285969,0
6773,126478132,333389579,0
6774,1277244,333406493,0
6775,16668533,333210323,0
6776,16670240,333227945,0
6777,2457236,332919593,0
6778,3468012,333326573,0
6779,3459268,333461734,0
6780,725321,333079608,0
6781,117081487,310289812,0
6782,741089,333358217,0
6783,1144632,333341653,0
6784,44118076,333490065,0
6785,22430905,332891482,0
6786,5110222,333270370,0
6787,2218821,333162358,0
6788,2225106,333169424,0
6789,9587777,333152522,0
6790,747726,333324697,0
6791,5344388,333100605,0
6792,4325320,333360134,0
6793,45037888,332993936,0
6794,135407474,332914634,0
6795,135404101,333401179,0
6796,16020195,332971013,1
6797,1831319,333274286,0
6798,887851,333135622,0
6799,16671948,333251126,0
6800,4055121,333429031,0
6801,559980,333388107,1
6802,135615786,332901856,0
6803,3623916,333330497,1
6804,1897814,333328516,0
6805,3600898,332959510,0
6806,3536904,333444537,0
6807,7207946,332893431,1
6808,4144379,333444028,0
6809,18588249,333482712,0
6810,2921194,333376820,0
6811,117091596,310300580,0
6812,135528042,332934156,0
6813,11957578,332949939,0
6814,3140254,333331190,0
6815,2855231,333346621,0
6816,1051127,333203844,0
6817,117091511,310300490,0
6818,42557422,333044975,0
6819,6617174,333466036,0
6820,4055504,333452715,0
6821,45212028,333071843,0
6822,1752479,333286789,0
6823,22515298,333033868,0
6824,16813908,333444135,0
6825,135419497,332963474,0
6826,4111207,332882354,0
6827,22520959,333034751,1
6828,2791934,332988450,0
6829,46497386,333302157,0
6830,9621047,332913161,0
6831,2912646,333372686,0
6832,978442,333113307,0
6833,1947924,333354281,0
6834,4350865,332998811,0
6835,2853727,333091398,1
6836,2858962,333286910,0
6837,688202,333072747,1
6838,2931242,333133536,0
6839,22510538,333032578,1
6840,67108096,310286970,0
6841,702019,333332507,0
6842,29340477,333487439,0
6843,23764613,333308364,0
6844,702026,333332304,0
6845,2254730,333093744,1
6846,126475445,333258876,0
6847,2884773,333314182,0
6848,702913,333372060,0
6849,45165640,333061577,0
6850,1535427,333380237,0
6851,823358,333194952,0
6852,1316828,333328547,0
6853,4278698,332911299,0
6854,4786323,332942485,0
6855,1280902,332961937,0
6856,3155344,333410612,0
6857,22518660,332975253,0
6858,1904087,333239302,0
6859,3903517,333286024,0
6860,45220868,333090232,0
6861,9666570,332985393,0
6862,1441044,333224491,0
6863,2731908,332877835,0
6864,4399143,332931092,0
6865,117079556,310287774,1
6866,117086295,310294963,0
6867,45168974,333040611,0
6868,126458011,332989792,0
6869,117086076,310294727,0
6870,625693,333398622,0
6871,5641167,332887059,0
6872,16892552,333486270,0
6873,117092439,310301460,0
6874,7196894,332890736,0
6875,126466259,333100226,0
6876,3219638,333208516,0
6877,4397749,332920342,0
6878,2540704,332937222,0
6879,1131801,333333964,1
6880,874333,333107000,0
6881,2995047,333183375,1
6882,3429000,333442246,0
6883,1632858,333352353,0
6884,1180950,333328667,0
6885,2407699,332914299,0
6886,22449821,333029670,0
6887,1049140,333396842,0
6888,44068099,333489292,0
6889,1451602,333205831,0
6890,729263,333412423,0
6891,698004,333144826,0
6892,1440816,333221545,0
6893,1276635,333393995,0
6894,2209201,333156024,0
6895,135597507,332974024,0
6896,3399301,333476243,0
6897,4185075,333429799,0
6898,117074639,310283363,0
6899,1015637,333163614,1
6900,2156394,332998520,0
6901,126469708,333252567,0
6902,4714335,333476066,0
6903,9611185,332984470,1
6904,135472507,333076730,0
6905,887507,333136950,0
6906,49659,46386722,1
6907,1265259,333166787,1
6908,762850,333265488,0
6909,891841,333141622,1
6910,2361787,332905773,1
6911,3543714,333331168,0
6912,5730743,333114495,0
6913,6894550,333080462,0
6914,45210955,333071802,1
6915,3152020,333242474,0
6916,1036241,333394420,0
6917,5048855,333470985,0
6918,135458292,333302138,1
6919,870815,333088378,0
6920,729610,333363003,0
6921,44285636,333472763,0
6922,2097077,332925141,0
6923,2991470,333183032,0
6924,2053270,333307904,0
6925,3652749,332902253,0
6926,16798412,332882496,0
6927,7157918,332884272,0
6928,5340952,333091265,0
6929,2869899,333346436,0
6930,2964150,333162082,1
6931,12005896,332894081,1
6932,2905392,333356360,0
6933,135528112,333262524,0
6934,45165511,333060174,0
6935,3221594,333206815,0
6936,4172373,333003115,0
6937,2213478,333348079,0
6938,2208864,333155928,0
6939,49671636,333482631,0
6940,6867586,332964503,0
6941,2983856,333178725,0
6942,912590,333150615,0
6943,4796063,332945093,0
6944,866482,333441031,0
6945,3573893,332919391,0
6946,46497257,333301424,0
6947,5347368,333104743,0
6948,2369513,332917798,0
6949,2324502,332902976,0
6950,16815704,332892528,0
6951,135847281,332944517,0
6952,600749,332995713,0
6953,2932787,333134350,0
6954,2984966,332889048,1
6955,797723,333122615,1
6956,1337262,333112882,0
6957,961798,333161379,0
6958,4281209,333455923,0
6959,1116313,333301266,0
6960,2180086,333134844,1
6961,42448862,333062320,0
6962,2885009,333311332,0
6963,2947234,333147584,1
6964,3142335,333233027,0
6965,45221218,333092284,0
6966,6617090,333464598,0
6967,1314432,333144385,0
6968,4062433,332969451,0
6969,2967391,333166944,0
6970,1081508,333242488,0
6971,117086606,310295297,0
6972,9647713,332909212,0
6973,4195878,333437764,0
6974,2990587,333182355,0
6975,5260940,333261594,0
6976,126474240,333254089,0
6977,1118288,333345529,0
6978,6241962,332913055,0
6979,29088492,333067395,0
6980,4420276,333465070,0
6981,3115526,333368959,0
6982,1721492,333289775,0
6983,45173150,333041697,0
6984,2283979,333112597,0
6985,1990785,333342496,0
6986,1445165,333227590,1
6987,2863208,333283719,0
6988,893503,333143325,0
6989,7119041,333016123,0
6990,3102539,333194282,0
6991,15998943,333313335,0
6992,24044592,333466627,0
6993,1337641,333364261,0
6994,4148325,333012843,0
6995,16001693,333472312,0
6996,884365,333116422,0
